As of Date,Company,Account,AU,Currency,Primary Account,Secondary Account,GL Balance,Ihub Balance,Balance Difference,Match Status,Comments
04/03/2023,0,1634054,60429,EUR,ALL OTHER LOANS,PRINCIPAL,65900,65900.06073512783,-0.06073512783041224,Match,Difference is within tolerance (less than 1USD)
04/11/2023,0,1646869,68068,GBP,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,77147,77147.48200322317,-0.48200322316552047,Match,Difference is within tolerance (less than 1USD)
07/19/2023,2,1603703,36346,GBP,ALL OTHER LOANS,DEFERRED COSTS,20305,50000.0,-29695.0,Break,
07/06/2023,0,1649430,26527,EUR,ALL OTHER LOANS,PRINCIPAL,67226,67226.0,0.0,Match,
04/19/2023,0,1623838,9579,GBP,ALL OTHER LOANS,DEFERRED COSTS,58240,60000.0,-1760.0,Break,
05/03/2023,0,1609717,56676,GBP,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,33108,33107.5454140944,0.45458590560156154,Match,Difference is within tolerance (less than 1USD)
04/28/2023,2,1627060,9488,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,25869,25868.07764602902,0.9223539709782926,Match,Difference is within tolerance (less than 1USD)
04/26/2023,2,1668238,5821,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,22906,22906.504895784557,-0.5048957845574478,Match,Difference is within tolerance (less than 1USD)
05/08/2023,2,1619493,8568,GBP,ALL OTHER LOANS,DEFERRED COSTS,22205,20000.0,2205.0,Break,
07/17/2023,0,1686417,7306,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,44932,80000.0,-35068.0,Break,
06/07/2023,2,1698067,19259,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,14688,40000.0,-25312.0,Break,
06/01/2023,2,1666492,10872,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,49374,80000.0,-30626.0,Break,
04/07/2023,2,1606751,4747,EUR,ALL OTHER LOANS,PRINCIPAL,62642,50000.0,12642.0,Break,
05/20/2023,0,1648579,27899,GBP,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,63647,63647.0,0.0,Match,
08/24/2023,2,1607025,19782,EUR,ALL OTHER LOANS,DEFERRED COSTS,77113,40000.0,37113.0,Break,
03/15/2023,0,1609762,12684,EUR,ALL OTHER LOANS,DEFERRED COSTS,55821,0.0,55821.0,Break,
09/05/2023,0,1637950,11350,GBP,ALL OTHER LOANS,PRINCIPAL,26852,70000.0,-43148.0,Break,
06/26/2023,2,1611111,29434,USD,ALL OTHER LOANS,DEFERRED COSTS,12135,20000.0,-7865.0,Break,
04/12/2023,2,1652656,25828,USD,ALL OTHER LOANS,DEFERRED COSTS,21085,30000.0,-8915.0,Break,
05/19/2023,0,1609036,22070,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,59098,0.0,59098.0,Break,
09/08/2023,0,1643408,59706,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,18401,18401.06287568459,-0.06287568459083559,Match,Difference is within tolerance (less than 1USD)
07/11/2023,0,1618369,11971,GBP,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,66285,30000.0,36285.0,Break,
05/10/2023,2,1647820,25000,GBP,ALL OTHER LOANS,DEFERRED COSTS,22344,22343.79242935276,0.20757064723875374,Match,Difference is within tolerance (less than 1USD)
08/15/2023,0,1610349,29081,EUR,ALL OTHER LOANS,DEFERRED COSTS,70943,40000.0,30943.0,Break,
03/04/2023,2,1675516,7939,USD,ALL OTHER LOANS,DEFERRED COSTS,36269,0.0,36269.0,Break,
06/14/2023,0,1690546,59938,USD,ALL OTHER LOANS,PRINCIPAL,41640,30000.0,11640.0,Break,
06/02/2023,2,1609717,56676,GBP,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,43358,10000.0,33358.0,Break,
03/19/2023,2,1666765,66894,EUR,ALL OTHER LOANS,PRINCIPAL,67842,67842.0,0.0,Match,
06/23/2023,2,1636740,65333,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,37431,37431.0,0.0,Match,
05/02/2023,2,1666492,10872,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,77116,40000.0,37116.0,Break,
08/22/2023,2,1685740,61821,USD,ALL OTHER LOANS,DEFERRED COSTS,25231,80000.0,-54769.0,Break,
06/03/2023,2,1686114,20657,USD,ALL OTHER LOANS,DEFERRED COSTS,29712,60000.0,-30288.0,Break,
07/29/2023,0,1653663,69770,EUR,ALL OTHER LOANS,PRINCIPAL,45003,45003.0,0.0,Match,
06/18/2023,2,1689283,61441,USD,ALL OTHER LOANS,PRINCIPAL,51551,40000.0,11551.0,Break,
04/27/2023,2,1653901,51296,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,37274,37274.0,0.0,Match,
03/20/2023,0,1686888,8791,GBP,ALL OTHER LOANS,PRINCIPAL,11996,70000.0,-58004.0,Break,
08/19/2023,0,1639334,4261,EUR,ALL OTHER LOANS,PRINCIPAL,64778,30000.0,34778.0,Break,
02/11/2023,0,1652656,25828,USD,ALL OTHER LOANS,DEFERRED COSTS,63469,30000.0,33469.0,Break,
07/29/2023,0,1673743,13013,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,36483,60000.0,-23517.0,Break,
06/27/2023,0,1681437,19251,GBP,ALL OTHER LOANS,DEFERRED COSTS,64978,0.0,64978.0,Break,
08/11/2023,0,1626013,19189,EUR,ALL OTHER LOANS,DEFERRED COSTS,19487,60000.0,-40513.0,Break,
05/23/2023,0,1641763,38797,USD,ALL OTHER LOANS,PRINCIPAL,63939,63938.91200742989,0.08799257010832662,Match,Difference is within tolerance (less than 1USD)
04/23/2023,2,1618034,20856,EUR,ALL OTHER LOANS,PRINCIPAL,17847,17847.0,0.0,Match,
06/17/2023,0,1645472,10923,GBP,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,74586,74586.0,0.0,Match,
03/12/2023,2,1637355,10481,EUR,ALL OTHER LOANS,PRINCIPAL,39212,30000.0,9212.0,Break,
05/24/2023,2,1636740,65333,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,41398,41398.816596636876,-0.8165966368760564,Match,Difference is within tolerance (less than 1USD)
05/31/2023,2,1608565,18004,GBP,ALL OTHER LOANS,PRINCIPAL,23559,60000.0,-36441.0,Break,
03/20/2023,0,1666875,28044,USD,ALL OTHER LOANS,DEFERRED COSTS,25923,70000.0,-44077.0,Break,
04/14/2023,2,1651050,33851,EUR,ALL OTHER LOANS,PRINCIPAL,43135,80000.0,-36865.0,Break,
06/06/2023,2,1656047,25499,USD,ALL OTHER LOANS,PRINCIPAL,73898,73897.37513061537,0.6248693846282549,Match,Difference is within tolerance (less than 1USD)
03/24/2023,2,1691424,58144,USD,ALL OTHER LOANS,DEFERRED COSTS,49461,20000.0,29461.0,Break,
06/18/2023,2,1686888,8791,GBP,ALL OTHER LOANS,PRINCIPAL,24548,80000.0,-55452.0,Break,
07/07/2023,2,1620258,67805,GBP,ALL OTHER LOANS,PRINCIPAL,45652,60000.0,-14348.0,Break,
05/01/2023,0,1601855,54784,EUR,ALL OTHER LOANS,PRINCIPAL,75456,40000.0,35456.0,Break,
05/12/2023,0,1652656,25828,USD,ALL OTHER LOANS,DEFERRED COSTS,35308,70000.0,-34692.0,Break,
03/10/2023,0,1673029,27637,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,46630,46630.98140787951,-0.9814078795097885,Match,Difference is within tolerance (less than 1USD)
02/03/2023,0,1677593,11213,USD,ALL OTHER LOANS,DEFERRED COSTS,54609,70000.0,-15391.0,Break,
05/08/2023,2,1660155,6173,USD,ALL OTHER LOANS,PRINCIPAL,64932,20000.0,44932.0,Break,
06/22/2023,2,1627996,41833,USD,ALL OTHER LOANS,PRINCIPAL,25924,70000.0,-44076.0,Break,
02/22/2023,2,1641763,38797,USD,ALL OTHER LOANS,PRINCIPAL,62229,20000.0,42229.0,Break,
02/10/2023,0,1690726,53693,GBP,ALL OTHER LOANS,PRINCIPAL,30405,10000.0,20405.0,Break,
08/25/2023,0,1642140,36091,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,47694,70000.0,-22306.0,Break,
05/03/2023,2,1629717,14907,GBP,ALL OTHER LOANS,PRINCIPAL,76380,70000.0,6380.0,Break,
06/30/2023,2,1672397,35158,GBP,ALL OTHER LOANS,DEFERRED COSTS,79911,80000.0,-89.0,Break,
08/19/2023,0,1639719,20172,GBP,ALL OTHER LOANS,DEFERRED COSTS,32756,30000.0,2756.0,Break,
07/16/2023,2,1603071,54844,GBP,ALL OTHER LOANS,PRINCIPAL,30958,30000.0,958.0,Break,
06/29/2023,2,1643916,44391,USD,ALL OTHER LOANS,PRINCIPAL,60257,60257.0,0.0,Match,
03/10/2023,0,1660284,60558,GBP,ALL OTHER LOANS,PRINCIPAL,45725,30000.0,15725.0,Break,
05/02/2023,0,1657392,29895,EUR,ALL OTHER LOANS,DEFERRED COSTS,34970,34969.84428235701,0.15571764299238566,Match,Difference is within tolerance (less than 1USD)
05/09/2023,2,1671869,14655,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,74477,40000.0,34477.0,Break,
03/27/2023,2,1605924,37289,EUR,ALL OTHER LOANS,DEFERRED COSTS,75670,0.0,75670.0,Break,
03/11/2023,0,1669440,5683,GBP,ALL OTHER LOANS,PRINCIPAL,13359,40000.0,-26641.0,Break,
06/22/2023,0,1624278,9390,GBP,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,73852,73852.92670345215,-0.9267034521471942,Match,Difference is within tolerance (less than 1USD)
04/03/2023,0,1661086,43988,GBP,ALL OTHER LOANS,DEFERRED COSTS,25898,80000.0,-54102.0,Break,
04/03/2023,0,1627532,18146,EUR,ALL OTHER LOANS,DEFERRED COSTS,21803,0.0,21803.0,Break,
04/04/2023,0,1627853,22963,EUR,ALL OTHER LOANS,DEFERRED COSTS,57586,57586.62203784648,-0.6220378464786336,Match,Difference is within tolerance (less than 1USD)
05/02/2023,0,1647198,30452,EUR,ALL OTHER LOANS,DEFERRED COSTS,57706,57706.39642908256,-0.396429082560644,Match,Difference is within tolerance (less than 1USD)
07/20/2023,2,1639334,4261,EUR,ALL OTHER LOANS,PRINCIPAL,20155,20155.0,0.0,Match,
07/14/2023,0,1622903,69241,EUR,ALL OTHER LOANS,DEFERRED COSTS,65503,20000.0,45503.0,Break,
02/28/2023,0,1662373,44879,USD,ALL OTHER LOANS,PRINCIPAL,34266,34266.0,0.0,Match,
07/10/2023,0,1673227,19733,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,18381,18381.208729830792,-0.20872983079243568,Match,Difference is within tolerance (less than 1USD)
05/04/2023,2,1686071,39946,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,37534,37534.0,0.0,Match,
08/15/2023,0,1603071,54844,GBP,ALL OTHER LOANS,PRINCIPAL,40629,40628.0121886567,0.9878113433005637,Match,Difference is within tolerance (less than 1USD)
07/18/2023,2,1681897,49077,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,42173,42173.0,0.0,Match,
06/20/2023,2,1684624,30553,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,55162,10000.0,45162.0,Break,
07/26/2023,0,1642140,36091,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,22287,60000.0,-37713.0,Break,
04/07/2023,0,1656047,25499,USD,ALL OTHER LOANS,PRINCIPAL,38528,38528.88243025887,-0.8824302588691353,Match,Difference is within tolerance (less than 1USD)
04/30/2023,2,1653663,69770,EUR,ALL OTHER LOANS,PRINCIPAL,54752,54752.0,0.0,Match,
06/02/2023,2,1670946,35738,GBP,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,76470,76470.0,0.0,Match,
04/08/2023,2,1698067,19259,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,41458,30000.0,11458.0,Break,
04/21/2023,0,1621448,6200,USD,ALL OTHER LOANS,PRINCIPAL,28724,10000.0,18724.0,Break,
02/11/2023,0,1606840,40825,USD,ALL OTHER LOANS,PRINCIPAL,31918,31918.0,0.0,Match,
02/08/2023,0,1660472,66029,EUR,ALL OTHER LOANS,DEFERRED COSTS,39502,50000.0,-10498.0,Break,
02/04/2023,0,1657813,61196,GBP,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,30682,10000.0,20682.0,Break,
04/02/2023,2,1623956,14441,USD,ALL OTHER LOANS,DEFERRED COSTS,58366,58365.52160343761,0.47839656238647876,Match,Difference is within tolerance (less than 1USD)
05/11/2023,0,1639278,33344,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,21441,80000.0,-58559.0,Break,
04/19/2023,0,1609036,22070,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,24007,10000.0,14007.0,Break,
05/31/2023,0,1630901,26291,USD,ALL OTHER LOANS,DEFERRED COSTS,27292,30000.0,-2708.0,Break,
07/18/2023,0,1623838,9579,GBP,ALL OTHER LOANS,DEFERRED COSTS,44699,44699.0,0.0,Match,
04/27/2023,2,1613671,31573,USD,ALL OTHER LOANS,PRINCIPAL,64046,64046.07685376346,-0.07685376345762052,Match,Difference is within tolerance (less than 1USD)
07/06/2023,2,1662128,12019,GBP,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,22016,22015.225802824712,0.7741971752875543,Match,Difference is within tolerance (less than 1USD)
04/21/2023,0,1650942,25253,GBP,ALL OTHER LOANS,DEFERRED COSTS,64323,0.0,64323.0,Break,
03/20/2023,2,1691769,37060,GBP,ALL OTHER LOANS,DEFERRED COSTS,72903,20000.0,52903.0,Break,
02/15/2023,0,1607555,44617,GBP,ALL OTHER LOANS,DEFERRED COSTS,38712,38712.0,0.0,Match,
05/28/2023,2,1639562,53556,EUR,ALL OTHER LOANS,DEFERRED COSTS,13615,13615.962087591375,-0.9620875913751661,Match,Difference is within tolerance (less than 1USD)
06/04/2023,2,1697690,66861,USD,ALL OTHER LOANS,DEFERRED COSTS,20751,20000.0,751.0,Break,
06/05/2023,2,1649698,11993,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,35564,70000.0,-34436.0,Break,
05/27/2023,2,1642140,36091,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,14158,14158.0,0.0,Match,
04/28/2023,0,1680669,65392,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,32882,50000.0,-17118.0,Break,
06/27/2023,0,1627060,9488,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,15006,10000.0,5006.0,Break,
06/19/2023,2,1676108,37663,USD,ALL OTHER LOANS,DEFERRED COSTS,46921,70000.0,-23079.0,Break,
06/02/2023,0,1661086,43988,GBP,ALL OTHER LOANS,DEFERRED COSTS,68454,68454.0,0.0,Match,
05/05/2023,0,1673627,39089,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,59330,20000.0,39330.0,Break,
05/29/2023,0,1662373,44879,USD,ALL OTHER LOANS,PRINCIPAL,50379,50000.0,379.0,Break,
04/15/2023,2,1622903,69241,EUR,ALL OTHER LOANS,DEFERRED COSTS,23803,10000.0,13803.0,Break,
06/24/2023,0,1678223,15727,EUR,ALL OTHER LOANS,PRINCIPAL,35710,35710.41049196409,-0.41049196408857824,Match,Difference is within tolerance (less than 1USD)
08/02/2023,2,1686114,20657,USD,ALL OTHER LOANS,DEFERRED COSTS,43893,20000.0,23893.0,Break,
02/10/2023,0,1683114,55415,GBP,ALL OTHER LOANS,DEFERRED COSTS,65633,10000.0,55633.0,Break,
05/10/2023,2,1692545,19076,GBP,ALL OTHER LOANS,DEFERRED COSTS,40181,10000.0,30181.0,Break,
05/26/2023,2,1657248,35187,GBP,ALL OTHER LOANS,DEFERRED COSTS,21413,70000.0,-48587.0,Break,
05/25/2023,2,1678223,15727,EUR,ALL OTHER LOANS,PRINCIPAL,23804,23804.0,0.0,Match,
03/19/2023,0,1682982,61914,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,45740,45739.95250098687,0.047499013133347034,Match,Difference is within tolerance (less than 1USD)
05/23/2023,0,1627996,41833,USD,ALL OTHER LOANS,PRINCIPAL,35176,60000.0,-24824.0,Break,
04/18/2023,0,1645472,10923,GBP,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,75991,20000.0,55991.0,Break,
08/16/2023,2,1611101,22289,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,54411,70000.0,-15589.0,Break,
03/21/2023,2,1648579,27899,GBP,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,54682,54682.0,0.0,Match,
03/20/2023,0,1633227,4630,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,30399,70000.0,-39601.0,Break,
04/26/2023,2,1605924,37289,EUR,ALL OTHER LOANS,DEFERRED COSTS,51148,51148.26972390747,-0.2697239074695972,Match,Difference is within tolerance (less than 1USD)
07/20/2023,2,1623601,55464,USD,ALL OTHER LOANS,PRINCIPAL,23764,70000.0,-46236.0,Break,
05/09/2023,0,1673029,27637,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,63643,20000.0,43643.0,Break,
06/16/2023,2,1603071,54844,GBP,ALL OTHER LOANS,PRINCIPAL,14016,50000.0,-35984.0,Break,
05/22/2023,2,1609332,44208,GBP,ALL OTHER LOANS,PRINCIPAL,33266,50000.0,-16734.0,Break,
03/28/2023,2,1653901,51296,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,11848,20000.0,-8152.0,Break,
09/05/2023,0,1660155,6173,USD,ALL OTHER LOANS,PRINCIPAL,53300,50000.0,3300.0,Break,
04/09/2023,0,1660472,66029,EUR,ALL OTHER LOANS,DEFERRED COSTS,63307,60000.0,3307.0,Break,
04/12/2023,2,1618369,11971,GBP,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,31594,31594.37578054077,-0.3757805407694832,Match,Difference is within tolerance (less than 1USD)
03/02/2023,0,1608565,18004,GBP,ALL OTHER LOANS,PRINCIPAL,23853,23853.0,0.0,Match,
03/02/2023,2,1672397,35158,GBP,ALL OTHER LOANS,DEFERRED COSTS,30832,70000.0,-39168.0,Break,
06/10/2023,2,1643408,59706,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,12142,12142.600440306935,-0.6004403069346154,Match,Difference is within tolerance (less than 1USD)
07/07/2023,0,1600446,46700,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,19129,50000.0,-30871.0,Break,
02/25/2023,0,1605924,37289,EUR,ALL OTHER LOANS,DEFERRED COSTS,73982,73982.94372751766,-0.9437275176605908,Match,Difference is within tolerance (less than 1USD)
03/16/2023,2,1635091,13888,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,60537,40000.0,20537.0,Break,
02/07/2023,0,1638411,34836,EUR,ALL OTHER LOANS,DEFERRED COSTS,59488,59488.72108497625,-0.721084976248676,Match,Difference is within tolerance (less than 1USD)
03/23/2023,2,1623286,10106,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,46161,10000.0,36161.0,Break,
02/08/2023,0,1660284,60558,GBP,ALL OTHER LOANS,PRINCIPAL,78013,80000.0,-1987.0,Break,
07/13/2023,2,1609762,12684,EUR,ALL OTHER LOANS,DEFERRED COSTS,66033,30000.0,36033.0,Break,
03/22/2023,0,1605969,38221,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,68935,80000.0,-11065.0,Break,
07/20/2023,0,1615102,34880,GBP,ALL OTHER LOANS,PRINCIPAL,70819,70819.0,0.0,Match,
04/01/2023,0,1682713,41540,USD,ALL OTHER LOANS,PRINCIPAL,47491,47491.0,0.0,Match,
03/24/2023,2,1618034,20856,EUR,ALL OTHER LOANS,PRINCIPAL,15078,50000.0,-34922.0,Break,
03/04/2023,0,1634054,60429,EUR,ALL OTHER LOANS,PRINCIPAL,39871,39871.0,0.0,Match,
03/10/2023,2,1687415,59192,GBP,ALL OTHER LOANS,PRINCIPAL,14277,14277.0,0.0,Match,
02/06/2023,2,1656047,25499,USD,ALL OTHER LOANS,PRINCIPAL,46645,46645.0,0.0,Match,
04/23/2023,2,1624786,40797,USD,ALL OTHER LOANS,PRINCIPAL,24381,24381.0,0.0,Match,
04/11/2023,2,1606385,68809,GBP,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,19116,19115.058650908315,0.9413490916849696,Match,Difference is within tolerance (less than 1USD)
06/06/2023,2,1606751,4747,EUR,ALL OTHER LOANS,PRINCIPAL,53997,53997.0,0.0,Match,
05/08/2023,0,1680148,30661,USD,ALL OTHER LOANS,PRINCIPAL,29556,10000.0,19556.0,Break,
03/01/2023,2,1672794,33531,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,68664,20000.0,48664.0,Break,
03/11/2023,0,1608015,63848,GBP,ALL OTHER LOANS,DEFERRED COSTS,46661,46661.0,0.0,Match,
07/10/2023,2,1669811,65511,GBP,ALL OTHER LOANS,PRINCIPAL,36250,60000.0,-23750.0,Break,
07/25/2023,2,1607025,19782,EUR,ALL OTHER LOANS,DEFERRED COSTS,69694,30000.0,39694.0,Break,
05/13/2023,2,1616179,30713,USD,ALL OTHER LOANS,DEFERRED COSTS,33262,0.0,33262.0,Break,
04/25/2023,0,1622315,14271,USD,ALL OTHER LOANS,DEFERRED COSTS,21677,40000.0,-18323.0,Break,
06/03/2023,2,1677956,67822,GBP,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,79905,79905.5213678988,-0.5213678987929597,Match,Difference is within tolerance (less than 1USD)
04/19/2023,0,1689283,61441,USD,ALL OTHER LOANS,PRINCIPAL,78074,78074.0,0.0,Match,
07/19/2023,0,1666723,59241,EUR,ALL OTHER LOANS,DEFERRED COSTS,67751,67750.78004997283,0.219950027167215,Match,Difference is within tolerance (less than 1USD)
09/03/2023,0,1695590,62721,EUR,ALL OTHER LOANS,DEFERRED COSTS,11094,70000.0,-58906.0,Break,
04/21/2023,2,1615102,34880,GBP,ALL OTHER LOANS,PRINCIPAL,50823,0.0,50823.0,Break,
06/09/2023,2,1626492,68401,GBP,ALL OTHER LOANS,PRINCIPAL,31778,31778.125186078778,-0.1251860787779151,Match,Difference is within tolerance (less than 1USD)
05/11/2023,0,1606385,68809,GBP,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,54536,60000.0,-5464.0,Break,
07/09/2023,0,1692545,19076,GBP,ALL OTHER LOANS,DEFERRED COSTS,76636,76636.32772978304,-0.3277297830354655,Match,Difference is within tolerance (less than 1USD)
04/09/2023,0,1648902,34181,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,20042,20000.0,42.0,Break,
06/08/2023,2,1687415,59192,GBP,ALL OTHER LOANS,PRINCIPAL,10864,20000.0,-9136.0,Break,
04/01/2023,0,1601855,54784,EUR,ALL OTHER LOANS,PRINCIPAL,48185,20000.0,28185.0,Break,
06/27/2023,2,1680669,65392,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,70778,50000.0,20778.0,Break,
05/30/2023,2,1673743,13013,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,39805,50000.0,-10195.0,Break,
03/15/2023,0,1651050,33851,EUR,ALL OTHER LOANS,PRINCIPAL,43598,0.0,43598.0,Break,
06/16/2023,2,1605346,49321,GBP,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,38493,60000.0,-21507.0,Break,
04/18/2023,2,1675851,13680,USD,ALL OTHER LOANS,DEFERRED COSTS,17415,0.0,17415.0,Break,
07/09/2023,0,1611687,11294,USD,ALL OTHER LOANS,PRINCIPAL,39756,39756.2254134142,-0.22541341419855598,Match,Difference is within tolerance (less than 1USD)
05/07/2023,0,1606751,4747,EUR,ALL OTHER LOANS,PRINCIPAL,49214,49213.25208894975,0.7479110502536059,Match,Difference is within tolerance (less than 1USD)
07/04/2023,0,1697690,66861,USD,ALL OTHER LOANS,DEFERRED COSTS,34694,34694.0,0.0,Match,
03/20/2023,2,1689283,61441,USD,ALL OTHER LOANS,PRINCIPAL,14315,10000.0,4315.0,Break,
06/26/2023,0,1650595,41771,GBP,ALL OTHER LOANS,PRINCIPAL,49846,0.0,49846.0,Break,
02/14/2023,0,1671380,60177,USD,ALL OTHER LOANS,PRINCIPAL,57987,57986.73375869891,0.26624130109121324,Match,Difference is within tolerance (less than 1USD)
02/02/2023,2,1680098,13669,GBP,ALL OTHER LOANS,DEFERRED COSTS,39543,39543.164148728894,-0.16414872889436083,Match,Difference is within tolerance (less than 1USD)
06/10/2023,0,1683114,55415,GBP,ALL OTHER LOANS,DEFERRED COSTS,13508,30000.0,-16492.0,Break,
04/26/2023,2,1657248,35187,GBP,ALL OTHER LOANS,DEFERRED COSTS,49888,49888.706992971034,-0.7069929710341967,Match,Difference is within tolerance (less than 1USD)
01/31/2023,2,1601855,54784,EUR,ALL OTHER LOANS,PRINCIPAL,62078,40000.0,22078.0,Break,
03/20/2023,2,1681897,49077,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,43111,40000.0,3111.0,Break,
03/01/2023,0,1668313,63418,USD,ALL OTHER LOANS,PRINCIPAL,12269,10000.0,2269.0,Break,
08/08/2023,0,1692545,19076,GBP,ALL OTHER LOANS,DEFERRED COSTS,21404,30000.0,-8596.0,Break,
06/10/2023,0,1673227,19733,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,58058,80000.0,-21942.0,Break,
02/07/2023,0,1698067,19259,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,34753,80000.0,-45247.0,Break,
04/30/2023,2,1668313,63418,USD,ALL OTHER LOANS,PRINCIPAL,12052,30000.0,-17948.0,Break,
03/15/2023,2,1653317,65751,GBP,ALL OTHER LOANS,DEFERRED COSTS,30404,10000.0,20404.0,Break,
07/02/2023,2,1661086,43988,GBP,ALL OTHER LOANS,DEFERRED COSTS,17577,17577.0,0.0,Match,
03/11/2023,2,1626492,68401,GBP,ALL OTHER LOANS,PRINCIPAL,75832,10000.0,65832.0,Break,
05/25/2023,2,1640243,47806,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,25531,40000.0,-14469.0,Break,
06/09/2023,2,1669440,5683,GBP,ALL OTHER LOANS,PRINCIPAL,57193,0.0,57193.0,Break,
03/27/2023,2,1657248,35187,GBP,ALL OTHER LOANS,DEFERRED COSTS,45988,30000.0,15988.0,Break,
05/02/2023,0,1687376,30146,EUR,ALL OTHER LOANS,DEFERRED COSTS,17004,80000.0,-62996.0,Break,
03/30/2023,2,1659211,48300,GBP,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,49597,0.0,49597.0,Break,
06/12/2023,0,1684301,10917,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,77019,40000.0,37019.0,Break,
05/01/2023,2,1632614,31214,USD,ALL OTHER LOANS,PRINCIPAL,67714,67713.69684002371,0.30315997629077174,Match,Difference is within tolerance (less than 1USD)
08/25/2023,2,1650595,41771,GBP,ALL OTHER LOANS,PRINCIPAL,40733,40732.52509218363,0.47490781637316104,Match,Difference is within tolerance (less than 1USD)
06/19/2023,0,1627762,10066,EUR,ALL OTHER LOANS,DEFERRED COSTS,60454,40000.0,20454.0,Break,
05/31/2023,0,1682713,41540,USD,ALL OTHER LOANS,PRINCIPAL,62893,30000.0,32893.0,Break,
05/09/2023,0,1687415,59192,GBP,ALL OTHER LOANS,PRINCIPAL,33420,20000.0,13420.0,Break,
06/03/2023,2,1677593,11213,USD,ALL OTHER LOANS,DEFERRED COSTS,12237,60000.0,-47763.0,Break,
04/08/2023,0,1650412,9408,EUR,ALL OTHER LOANS,DEFERRED COSTS,42526,42525.49230004622,0.5076999537777738,Match,Difference is within tolerance (less than 1USD)
05/30/2023,0,1643916,44391,USD,ALL OTHER LOANS,PRINCIPAL,25945,10000.0,15945.0,Break,
